0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.358258341313317442e+176,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.771134019565910794e+176,-2.064428902043747420e+161,-1.679129170656658496e+177,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.662563589468208787e+177,5.052107502205690641e+161,7.503989677427726805e+177,1.238657341226248502e+162,3.358258341313316542e+177,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.662563589468208787e+177,-1.010421500441138128e+162,-1.052809317529386949e+178,-4.954629364904994007e+162,-1.625718016092740074e+178,-2.477314682452497004e+162,-3.358258341313316542e+177,0.000000000000000000e+00
0.000000000000000000e+00,9.771134019565910794e+176,8.420179170342818069e+161,1.052809317529386949e+178,8.083372003529105026e+162,3.064636455886243847e+178,9.909258729809988015e+162,1.666753271518250008e+178,1.651543121634997936e+162,1.679129170656658496e+177
-3.358258341313317442e+176,-4.128857804087494840e+161,-7.503989677427727705e+177,-6.606172486539991743e+162,-3.064636455886244927e+178,-6.606172486539991743e+162,-3.321130643898091122e+178,-6.606172486539991743e+162,-8.395645853283289107e+177,-4.128857804087494840e+161
0.000000000000000000e+00,1.679129170656658496e+177,1.651543121634997936e+162,1.625718016092740434e+178,9.909258729809988015e+162,3.321130643898091122e+178,9.909258729809988015e+162,1.679129170656658541e+178,1.651543121634997936e+162,1.679129170656658496e+177
0.000000000000000000e+00,0.000000000000000000e+00,-3.358258341313316542e+177,-3.303086243269995872e+162,-1.666753271518249648e+178,-8.257715608174990279e+162,-1.679129170656658181e+178,-3.303086243269995872e+162,-3.358258341313316542e+177,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.358258341313316542e+177,2.064428902043747570e+162,8.395645853283290906e+177,2.064428902043747570e+162,3.358258341313316542e+177,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.679129170656658496e+177,-5.161072255109368924e+161,-1.679129170656658496e+177,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
